,0,1,2,3,4,5
671,105827603,1/7/15 0:00,7:43:01 AM,NYPD,"""Dangerous Location or Situation""","""Hot Transfer 911"""
672,106151845,1/21/15 0:00,3:14:21 AM,NYPD,"""Noise from Store or Business""","""CSMS SR"""
673,106472155,2/3/15 0:00,7:10:01 PM,HPD,"""Heat or Hot Water Complaint in Apartment""","""Routed to Web Page"""
674,106621009,2/9/15 0:00,10:04:41 AM,NYPD,"""Dangerous Location or Situation""","""Hot Transfer 911"""
675,106517456,2/4/15 0:00,5:30:37 PM,3/1/01,"""IDNYC - Make an Appointment""","""Internal Transfer"""
676,105954762,1/13/15 0:00,11:59:17 AM,HPD,"""Heat or Hot Water Complaint in Entire Residential Building""","""Routed to Web Page"""
677,106789736,2/16/15 0:00,12:20:26 PM,DSNY,"""Recycling Rules - Metal""","""Information Provided"""
678,105842684,1/8/15 0:00,8:53:30 AM,DOF,"""Fight a Parking Ticket - Older than 100 Days""","""Information Provided"""
679,105848569,1/8/15 0:00,1:24:26 PM,DOF,"""Pay a Parking Ticket - By Mail""","""Information Provided"""
680,106063329,1/16/15 0:00,5:44:19 PM,3/1/01,"""Documents Required to Apply for IDNYC""","""Internal Transfer"""
681,105716891,1/1/15 0:00,12:27:59 PM,DOF,"""Booted Vehicle Information""","""Information Provided"""
682,106455461,2/2/15 0:00,12:16:10 PM,DOF,"""Parking Ticket Lookup - Ticket or Plate Number Known""","""Information Provided"""
683,106253865,1/25/15 0:00,10:16:30 PM,DSNY,"""Snow Removal Employment""","""Information Provided"""
684,106509959,2/4/15 0:00,10:59:19 AM,HPD,"""Service Request Status - HPD Status Not Found""","""Routed to Web Page"""
685,106243011,1/25/15 0:00,11:50:58 AM,DSNY,"""Blocked Sidewalk - Advertising Sign, Merchandise or Garbage""","""Information Provided"""
686,106753310,2/14/15 0:00,3:46:06 PM,3/1/01,"""Outside of 311 Jurisdiction""","""Out of 3-1-1 Jurisdiction"""
687,106478149,2/3/15 0:00,11:57:22 AM,HPD,"""Water Leak in Apartment""","""Routed to Web Page"""
688,106654864,2/10/15 0:00,2:52:19 PM,DSNY,"""Abandoned Vehicle Without Plates on Public Property""","""Universal Intake SR"""
689,106246167,1/25/15 0:00,2:08:11 PM,3/1/01,"""Outside of 311 Jurisdiction""","""Out of 3-1-1 Jurisdiction"""
690,106382601,1/29/15 0:00,9:34:20 AM,DOF,"""DRIE - Application to Adjust Tax Abatement Credit - Landlord""","""Information Provided"""
691,106480783,2/3/15 0:00,8:52:17 AM,DSNY,"""Recycling and Trash Collection Schedules""","""Routed to Web Page"""
692,106636934,2/9/15 0:00,10:04:30 AM,DOF,"""Fight a Parking Ticket - Online""","""Information Provided"""
693,106113482,1/20/15 0:00,3:14:20 PM,HPD,"""Bed Bug Complaint - Apartment, Hotel or Single Room Occupancy""","""Information Provided"""
694,106746961,2/13/15 0:00,11:26:27 AM,DSNY,"""CFC and Freon Removal - Appointment""","""Routed to Web Page"""
695,106553722,2/5/15 0:00,1:58:04 PM,NYPD,"""Harassment""","""Hot Transfer 911"""
696,106167344,1/21/15 0:00,2:06:43 PM,DSNY,"""ReuseNYC Donations Exchange""","""Information Provided"""
697,106012675,1/15/15 0:00,12:00:25 PM,3/1/01,"""IDNYC - Make an Appointment""","""Internal Transfer"""
698,106373830,1/29/15 0:00,9:07:47 AM,DOF,"""Parking Ticket Lookup - Ticket or Plate Number Known""","""Routed to Web Page"""
699,105845917,1/8/15 0:00,12:28:47 PM,DSNY,"""Christmas Tree Collection""","""Information Provided"""
700,105812671,1/7/15 0:00,8:04:16 AM,NYPD,"""Find a Police Precinct or PSA by Name""","""Information Provided"""
701,105752157,1/4/15 0:00,1:40:08 PM,NYPD,"""Vehicle Blocking Driveway Complaint""","""CSMS SR"""
702,106405622,1/30/15 0:00,4:52:17 PM,DOF,"""Service Request Follow-Up""","""SR Information Provided"""
703,105769109,1/5/15 0:00,10:28:07 AM,HPD,"""Apartment Maintenance Complaint""","""Routed to Web Page"""
704,105868753,1/9/15 0:00,10:08:40 AM,HPD,"""Heat or Hot Water Complaint in Apartment""","""Routed to Web Page"""
705,106417382,1/31/15 0:00,11:30:53 PM,HPD,"""Heat or Hot Water Complaint in Entire Residential Building""","""Routed to Web Page"""
706,106077452,1/17/15 0:00,8:13:40 PM,3/1/01,"""Planned Bridge, Highway and Street Closures - Brooklyn""","""Information Provided"""
707,105806836,1/6/15 0:00,6:33:14 AM,HPD,"""Heat or Hot Water Complaint in Entire Residential Building""","""Routed to Web Page"""
708,106490248,2/3/15 0:00,11:17:48 AM,DSNY,"""Garbage Collection - Storm Delays""","""Alert Information Provided"""
709,105894670,1/10/15 0:00,4:08:48 PM,NYPD,"""Noise from Neighbor""","""CSMS SR"""
710,105816973,1/7/15 0:00,5:41:29 PM,3/1/01,"""Service Request Status - General""","""Routed to Web Page"""
711,106082379,1/17/15 0:00,1:18:31 PM,3/1/01,"""IDNYC - Make an Appointment""","""Internal Transfer"""
712,106234912,1/24/15 0:00,5:27:30 PM,3/1/01,"""Division Transfer""","""Internal Transfer"""
713,105874338,1/9/15 0:00,1:38:54 PM,3/1/01,"""City Worker or Agency Complaint or Compliment""","""CSMS SR"""
714,106108684,1/20/15 0:00,1:30:38 AM,NYPD,"""Alarm In Progress""","""Hot Transfer 911"""
715,106064396,1/16/15 0:00,9:58:57 AM,DOF,"""Property Tax Homeowner Tax Benefit Application - General""","""CSMS SR"""
716,106107664,1/19/15 0:00,9:22:28 PM,NYPD,"""Drug Activity - Chronic""","""Transfer to City Agency"""
717,106776305,2/17/15 0:00,1:27:37 AM,HPD,"""Heat or Hot Water Complaint in Entire Residential Building""","""Routed to Web Page"""
718,106344282,1/28/15 0:00,2:28:55 PM,DSNY,"""Illegal Dumping - Chronic""","""Information Provided"""
719,106312544,1/27/15 0:00,10:57:08 AM,3/1/01,"""Alert Information Provided""","""Alert Information Provided"""
720,106052581,1/16/15 0:00,3:02:54 PM,3/1/01,"""City Worker or Agency Complaint or Compliment""","""CSMS SR"""
721,106132805,1/20/15 0:00,10:07:12 AM,DOF,"""Property Tax Payment Problem""","""Information Provided"""
722,105747613,1/3/15 0:00,2:04:45 PM,3/1/01,"""Outside of 311 Jurisdiction""","""Out of 3-1-1 Jurisdiction"""
723,105808261,1/6/15 0:00,9:18:22 AM,HPD,"""Building Registration - 3 or More Unit Building""","""Transfer to City Agency"""
724,106019417,1/15/15 0:00,7:21:42 AM,3/1/01,"""IDNYC - Make an Appointment""","""Internal Transfer"""
725,106738543,2/13/15 0:00,3:35:19 PM,HPD,"""Residential Building-Wide Maintenance Complaint""","""Routed to Web Page"""
726,106236212,1/24/15 0:00,3:26:13 PM,NYPD,"""Disabled Vehicle on a Highway""","""Hot Transfer 911"""
727,106795541,2/16/15 0:00,11:56:03 AM,HPD,"""New York City Housing Lottery""","""Agency Closed"""
728,106477703,2/3/15 0:00,2:39:07 PM,DOF,"""Property Tax Automatic Payment Application or Cancellation""","""CSMS SR"""
729,106621687,2/9/15 0:00,5:33:45 PM,DOF,"""Division Referral""","""Agency Closed"""
730,106328341,1/28/15 0:00,11:58:48 AM,HPD,"""Residential Building-Wide Maintenance Complaint""","""Internal Transfer"""
731,106265376,1/26/15 0:00,3:35:12 PM,3/1/01,"""Alert Information Provided""","""Alert Information Provided"""
732,106131874,1/20/15 0:00,1:07:19 PM,DOF,"""Property Tax Account Assistance and Bill Information""","""Information Provided"""
733,106690020,2/11/15 0:00,7:20:17 PM,DSNY,"""Commercial Disposal Complaint""","""Information Provided"""
734,106481088,2/3/15 0:00,6:55:54 PM,HPD,"""Heat or Hot Water Complaint in Entire Residential Building""","""Information Provided"""
735,106670684,2/11/15 0:00,1:38:26 PM,DOF,"""Fight a Parking Ticket - Online""","""Information Provided"""
736,106360010,1/29/15 0:00,12:18:53 PM,DSNY,"""Dead Animal on Street or Sidewalk - Priority""","""Internal Transfer"""
737,106185223,1/22/15 0:00,4:27:34 PM,DOF,"""Vehicle Registration Clearance""","""CSMS SR"""
738,106616512,2/9/15 0:00,8:21:30 AM,HPD,"""Water Leak in Apartment""","""Routed to Web Page"""
739,106414647,1/31/15 0:00,1:03:02 PM,HPD,"""Affordable Housing Information - English""","""Information Provided"""
740,106707261,2/12/15 0:00,1:20:11 PM,NYPD,"""Identity Theft""","""Information Provided"""
741,105934709,1/12/15 0:00,10:09:13 AM,DOF,"""Parking Ticket Lookup - Ticket or Plate Number Known""","""Routed to Web Page"""
742,106396150,1/30/15 0:00,3:22:33 PM,DSNY,"""Snow or Ice - Sidewalk - Commercial or Residential - Storm Delays""","""Information Provided"""
743,106714936,2/12/15 0:00,9:51:00 AM,NYPD,"""Vehicle Blocking Driveway Complaint""","""CSMS SR"""
744,105948651,1/13/15 0:00,3:52:58 PM,HPD,"""Heat or Hot Water Complaint in Apartment""","""Routed to Web Page"""
745,106322840,1/27/15 0:00,9:28:28 AM,3/1/01,"""Alert Information Provided""","""Alert Information Provided"""
746,106220231,1/23/15 0:00,9:39:23 PM,DSNY,"""Missed Garbage Collection""","""Routed to Web Page"""
747,105749917,1/4/15 0:00,7:18:02 PM,3/1/01,"""Interpreting Parking or Traffic Sign or Regulation""","""Information Provided"""
748,106323618,1/28/15 0:00,9:02:40 PM,NYPD,"""Illegal Eviction or Lockout""","""Hot Transfer 911"""
749,105910513,1/11/15 0:00,6:10:51 AM,3/1/01,"""City Worker or Agency Complaint or Compliment""","""CSMS SR"""
750,106671253,2/11/15 0:00,5:17:45 PM,DSNY,"""Snow or Ice - Sidewalk - Commercial or Residential""","""Internal Transfer"""
751,106755059,2/14/15 0:00,2:01:44 PM,3/1/01,"""Service Request Status - General""","""Routed to Web Page"""
752,106075682,1/17/15 0:00,9:38:32 PM,3/1/01,"""IDNYC - Make an Appointment""","""Internal Transfer"""
753,106457874,2/2/15 0:00,7:26:11 PM,DSNY,"""Garbage Collection - Storm Delays""","""Alert Information Provided"""
754,106742213,2/13/15 0:00,9:29:07 AM,HPD,"""Affordable Housing Information - English""","""Information Provided"""
755,106738514,2/13/15 0:00,9:28:15 AM,HPD,"""Heat or Hot Water Complaint in Entire Residential Building""","""Routed to Web Page"""
756,106602449,2/8/15 0:00,10:38:15 PM,HPD,"""Apartment Maintenance Complaint""","""Internal Transfer"""
757,106288136,1/26/15 0:00,9:44:01 AM,HPD,"""Building Registration - 3 or More Unit Building""","""Transfer to City Agency"""
758,106367318,1/29/15 0:00,2:17:07 PM,DOF,"""SCRIE - Application for Seniors Not Enrolled""","""Information Provided"""
759,106239242,1/24/15 0:00,12:45:55 PM,HPD,"""Apartment Maintenance Complaint""","""Internal Transfer"""
760,106346139,1/29/15 0:00,12:17:41 AM,HPD,"""Heat or Hot Water Complaint in Entire Residential Building""","""Routed to Web Page"""
761,106574973,2/6/15 0:00,2:59:33 PM,HPD,"""HPD Section 8 - General Information""","""Information Provided"""
762,105814028,1/7/15 0:00,3:50:02 PM,3/1/01,"""City Worker or Agency Complaint or Compliment""","""CSMS SR"""
763,106309678,1/27/15 0:00,8:32:13 PM,3/1/01,"""Alert Information Provided""","""Alert Information Provided"""
764,105929528,1/12/15 0:00,5:58:47 PM,DSNY,"""Bulk Item Disposal Information""","""Information Provided"""
765,106644549,2/10/15 0:00,3:54:42 PM,DOF,"""Parking Ticket Lookup - Ticket or Plate Number Known""","""Routed to Web Page"""
766,105711558,1/1/15 0:00,7:26:56 AM,3/1/01,"""New Year's Holiday Information""","""Information Provided"""
767,105904161,1/10/15 0:00,9:56:00 AM,HPD,"""Heat or Hot Water Complaint in Entire Residential Building""","""Routed to Web Page"""
768,105921883,1/12/15 0:00,4:19:02 PM,DOF,"""Fight a Parking Ticket - Older than 100 Days""","""Information Provided"""
769,106271139,1/26/15 0:00,2:16:20 PM,HPD,"""Apartment Maintenance Complaint""","""Routed to Web Page"""
770,105769845,1/5/15 0:00,10:34:02 AM,DOF,"""Property Tax Account Assistance and Bill Information""","""Internal Transfer"""
771,105732392,1/2/15 0:00,3:04:10 PM,DOF,"""Pay Property Tax - By Mail""","""Information Provided"""
772,105793429,1/6/15 0:00,1:08:32 PM,DOF,"""Property Tax Account Assistance and Bill Information""","""Information Provided"""
773,106526651,2/4/15 0:00,11:26:55 AM,HPD,"""Affordable Housing Information - Spanish""","""Transfer to City Agency"""
774,106750665,2/14/15 0:00,10:30:24 PM,NYPD,"""Blocked Sidewalk or Street - Basketball Hoop or Personal Property""","""CSMS SR"""
775,106273557,1/26/15 0:00,8:57:59 PM,3/1/01,"""Alert Information Provided""","""Alert Information Provided"""
776,106016153,1/15/15 0:00,11:58:34 AM,DSNY,"""Vacant Lot Complaint - Unclean""","""Information Provided"""
777,106348105,1/28/15 0:00,7:57:46 PM,DOF,"""Find a Towed Vehicle - Plate Number Unknown - NYPD""","""Routed to Web Page"""
778,106372787,1/29/15 0:00,3:07:02 PM,DOF,"""NOPV - Annual Notice of Property Value Information""","""Information Provided"""
779,106104770,1/19/15 0:00,9:47:14 PM,NYPD,"""Noise from Neighbor""","""CSMS SR"""
780,106253022,1/26/15 0:00,1:27:07 AM,NYPD,"""Noise from Neighbor""","""Information Provided"""
781,105892550,1/9/15 0:00,10:09:27 AM,DSNY,"""Snow or Ice - Sidewalk - Commercial or Residential - Storm Delays""","""Information Provided"""
782,106346455,1/28/15 0:00,2:33:22 PM,DOF,"""Property Tax Homeowner Tax Benefit Application - General""","""CSMS SR"""
783,105952355,1/13/15 0:00,7:33:57 AM,DSNY,"""Recycling and Trash Collection Schedules""","""Routed to Web Page"""
784,106421172,1/31/15 0:00,8:30:19 AM,HPD,"""Heat or Hot Water Complaint in Apartment""","""Routed to Web Page"""
785,106778193,2/16/15 0:00,5:00:47 PM,HPD,"""Heat or Hot Water Complaint in Entire Residential Building""","""Routed to Web Page"""
786,106349883,1/28/15 0:00,1:50:24 PM,3/1/01,"""Alert Information Provided""","""Alert Information Provided"""
787,105933519,1/12/15 0:00,10:29:12 PM,NYPD,"""Illegal Gambling""","""Hot Transfer 911"""
788,106362978,1/29/15 0:00,7:44:32 PM,NYPD,"""Division Transfer""","""Transfer to City Agency"""
789,106011919,1/15/15 0:00,3:27:20 PM,3/1/01,"""IDNYC - Make an Appointment""","""Internal Transfer"""
790,106600182,2/8/15 0:00,10:28:55 PM,DOF,"""Find a Towed Vehicle - Plate Number Known""","""Routed to Web Page"""
791,105815495,1/7/15 0:00,11:49:23 AM,HPD,"""Heat or Hot Water Complaint in Entire Residential Building""","""Routed to Web Page"""
792,106257619,1/25/15 0:00,7:49:29 PM,3/1/01,"""Alert Information Provided""","""Alert Information Provided"""
793,106526229,2/4/15 0:00,9:54:14 AM,DSNY,"""Snow or Ice - Sidewalk - Commercial or Residential""","""Universal Intake SR"""
794,106261378,1/26/15 0:00,8:49:17 PM,3/1/01,"""Alert Information Provided""","""Alert Information Provided"""
795,106279195,1/26/15 0:00,1:44:16 PM,HPD,"""Heat or Hot Water Complaint in Apartment""","""Routed to Web Page"""
796,106235334,1/24/15 0:00,3:27:48 PM,DOF,"""Parking Ticket Lookup - Ticket or Plate Number Known""","""Routed to Web Page"""
797,106006627,1/14/15 0:00,11:47:09 AM,3/1/01,"""City Worker or Agency Complaint or Compliment""","""CSMS SR"""
798,106580986,2/7/15 0:00,2:06:36 PM,NYPD,"""Illegal Parking Complaint""","""CSMS SR"""
799,106421993,1/31/15 0:00,8:42:56 PM,HPD,"""Heat or Hot Water Complaint in Entire Residential Building""","""Information Provided"""
800,106610676,2/9/15 0:00,12:38:54 PM,DOF,"""SCRIE - Assistance - New Applicant""","""Information Provided"""
801,106626232,2/9/15 0:00,10:46:03 AM,DOF,"""Fight a Parking Ticket - By Mail""","""Information Provided"""
802,106379160,1/29/15 0:00,2:15:55 PM,3/1/01,"""City Worker or Agency Complaint or Compliment""","""CSMS SR"""
803,106059209,1/16/15 0:00,10:32:28 AM,HPD,"""Heat or Hot Water Complaint in Apartment""","""Routed to Web Page"""
804,106796280,2/16/15 0:00,11:40:55 AM,DSNY,"""Illegal Dumping - Chronic""","""Information Provided"""
805,106539115,2/5/15 0:00,10:20:38 AM,NYPD,"""Illegal Parking Complaint""","""CSMS SR"""
806,106241957,1/24/15 0:00,2:49:33 PM,NYPD,"""Vehicle Blocking Driveway Complaint""","""CSMS SR"""
807,106535108,2/5/15 0:00,10:26:39 PM,HPD,"""Heat or Hot Water Complaint in Entire Residential Building""","""Routed to Web Page"""
808,105986593,1/14/15 0:00,4:25:56 PM,DSNY,"""Christmas Tree Collection""","""Information Provided"""
809,106693555,2/11/15 0:00,10:56:51 PM,NYPD,"""Dangerous Location or Situation""","""Hot Transfer 911"""
810,105949279,1/13/15 0:00,11:59:57 AM,DOF,"""Property Tax Payment Plan Application""","""CSMS SR"""
811,106564276,2/6/15 0:00,8:22:15 AM,3/1/01,"""Service Request Status - General""","""Routed to Web Page"""
812,106647292,2/10/15 0:00,9:28:20 AM,DOF,"""Unincorporated Business Tax""","""Transfer to City Agency"""
813,106299942,1/27/15 0:00,6:57:39 AM,3/1/01,"""Alert Information Provided""","""Alert Information Provided"""
814,106219856,1/23/15 0:00,4:50:08 PM,HPD,"""ABCs of Housing - Housing Rules and Regulations for NYC Owners and Tenants""","""CSMS SR"""
815,106431437,2/1/15 0:00,10:19:10 PM,3/1/01,"""IDNYC - Make an Appointment""","""Internal Transfer"""
816,106576713,2/6/15 0:00,11:44:56 AM,3/1/01,"""Service Request Status - General""","""Information Provided"""
817,105914930,1/11/15 0:00,3:58:47 PM,HPD,"""Apartment Maintenance Complaint""","""Internal Transfer"""
818,106181200,1/22/15 0:00,2:55:32 PM,DSNY,"""Street Not Swept""","""Information Provided"""
819,105822105,1/7/15 0:00,10:57:05 AM,DOF,"""Parking Ticket Lookup - Ticket or Plate Number Known""","""Routed to Web Page"""
820,105887360,1/10/15 0:00,2:16:22 AM,3/1/01,"""311 Complaint or Compliment""","""CSMS SR"""
821,106797708,2/16/15 0:00,9:57:30 PM,3/1/01,"""Washington's Birthday Information""","""Alert Information Provided"""
822,106681157,2/11/15 0:00,9:19:58 AM,HPD,"""Apartment Maintenance Complaint""","""Internal Transfer"""
823,105724127,1/3/15 0:00,12:43:03 AM,DSNY,"""Bulk Item Disposal Information""","""Information Provided"""
824,106585362,2/7/15 0:00,4:10:57 AM,NYPD,"""Find a Police Precinct or PSA by Location""","""Information Provided"""
825,106071104,1/17/15 0:00,5:23:39 PM,NYPD,"""Vehicle Blocking Driveway Complaint""","""CSMS SR"""
826,106209530,1/23/15 0:00,9:37:03 PM,NYPD,"""Noise from Neighbor""","""CSMS SR"""
827,106337729,1/28/15 0:00,5:33:36 PM,NYPD,"""Find a Police Precinct or PSA by Name""","""Transfer to City Agency"""
828,106042451,1/16/15 0:00,12:16:12 PM,3/1/01,"""Outside of 311 Jurisdiction""","""Out of 3-1-1 Jurisdiction"""
829,106751364,2/14/15 0:00,12:40:36 PM,NYPD,"""Division Transfer""","""Transfer to City Agency"""
830,106718290,2/12/15 0:00,9:02:34 AM,3/1/01,"""Contact Information - Directory Assistance""","""Information Provided"""
831,106557834,2/6/15 0:00,10:27:43 AM,DOF,"""Parking Ticket Hearing or Appeal Status""","""Information Provided"""
832,106062872,1/16/15 0:00,4:20:46 PM,3/1/01,"""IDNYC - Make an Appointment""","""Internal Transfer"""
833,106352020,1/28/15 0:00,5:15:58 PM,DSNY,"""Snow or Ice - Sidewalk - Commercial or Residential""","""Information Provided"""
834,105778552,1/5/15 0:00,2:19:11 PM,DOF,"""Parking Ticket Lookup - Ticket or Plate Number Known""","""Routed to Web Page"""
835,105757950,1/4/15 0:00,10:27:16 PM,NYPD,"""Stolen Property""","""Hot Transfer 911"""
836,106269044,1/26/15 0:00,10:06:17 AM,NYPD,"""Noise from Store or Business""","""CSMS SR"""
837,106633848,2/9/15 0:00,8:33:40 AM,3/1/01,"""City Worker or Agency Complaint or Compliment""","""CSMS SR"""
838,106526877,2/4/15 0:00,10:50:45 AM,DSNY,"""Bulk Item Disposal Information""","""Information Provided"""
839,106017152,1/15/15 0:00,5:38:10 AM,3/1/01,"""IDNYC - Make an Appointment""","""Internal Transfer"""
840,105864998,1/9/15 0:00,1:26:15 AM,DSNY,"""Dog Waste - Street, Sidewalk or Adjoining Area""","""Universal Intake SR"""
841,106700946,2/12/15 0:00,12:57:32 PM,DOF,"""Property Record Information""","""Information Provided"""
842,106428181,2/1/15 0:00,9:20:25 PM,HPD,"""Residential Public Area Maintenance Complaint""","""Information Provided"""
843,106759886,2/14/15 0:00,7:40:53 PM,HPD,"""Apartment Maintenance Complaint""","""Internal Transfer"""
844,106106656,1/19/15 0:00,2:16:28 PM,NYPD,"""Drug Activity - Chronic""","""Transfer to City Agency"""
845,106794383,2/16/15 0:00,3:13:47 PM,HPD,"""Heat or Hot Water Complaint in Apartment""","""Routed to Web Page"""
846,106194161,1/22/15 0:00,1:01:51 PM,NYPD,"""Noise from Store or Business""","""CSMS SR"""
847,106137860,1/20/15 0:00,2:25:09 AM,NYPD,"""Medical or Health Related Emergency""","""Hot Transfer 911"""
848,105766776,1/5/15 0:00,6:11:46 AM,NYPD,"""Vehicle Blocking Driveway Complaint""","""CSMS SR"""
849,105751078,1/4/15 0:00,11:48:15 AM,HPD,"""Heat or Hot Water Complaint in Apartment""","""Routed to Web Page"""
850,106516062,2/4/15 0:00,8:45:56 AM,NYPD,"""Division Transfer""","""Transfer to City Agency"""
851,106642014,2/10/15 0:00,3:53:14 PM,DSNY,"""Recycling and Trash Collection Schedules""","""Information Provided"""
852,106729848,2/13/15 0:00,7:55:12 AM,DSNY,"""Missed Recycling Collection""","""Information Provided"""
853,106714927,2/12/15 0:00,7:26:03 AM,3/1/01,"""Lincoln's Birthday Information""","""Alert Information Provided"""
854,106013189,1/15/15 0:00,9:53:27 AM,DOF,"""Red Light Camera Violation Lookup - Notice of Liability Number or Plate Number Known""","""Routed to Web Page"""
855,105731398,1/2/15 0:00,4:44:40 AM,NYPD,"""Noise from Neighbor""","""CSMS SR"""
856,106364683,1/29/15 0:00,6:13:36 PM,HPD,"""Apartment Maintenance Complaint""","""Internal Transfer"""
857,106291422,1/26/15 0:00,12:06:36 PM,3/1/01,"""Comment for the Mayor""","""Information Provided"""
858,105768555,1/5/15 0:00,8:11:13 PM,NYPD,"""Division Transfer""","""Transfer to City Agency"""
859,106445659,2/2/15 0:00,10:25:34 AM,HPD,"""Apartment Maintenance Complaint""","""Routed to Web Page"""
860,106659236,2/10/15 0:00,3:57:12 PM,3/1/01,"""IDNYC - Make an Appointment""","""Internal Transfer"""
861,105892839,1/9/15 0:00,9:34:28 AM,DOF,"""Parking Ticket Lookup - Ticket or Plate Number Known""","""Routed to Web Page"""
862,106351133,1/28/15 0:00,12:17:15 PM,DSNY,"""Snow or Ice - Sidewalk - Commercial or Residential""","""Universal Intake SR"""
863,106243941,1/25/15 0:00,9:07:10 AM,DSNY,"""Illegal Dumping - Past""","""Information Provided"""
864,105982349,1/14/15 0:00,7:06:05 AM,3/1/01,"""City Worker or Agency Complaint or Compliment""","""CSMS SR"""
865,105832480,1/7/15 0:00,10:05:27 AM,DOF,"""Parking Ticket Lookup - Ticket or Plate Number Known""","""Routed to Web Page"""
866,106177663,1/22/15 0:00,10:17:40 AM,3/1/01,"""IDNYC - Make an Appointment""","""Internal Transfer"""
867,106344856,1/28/15 0:00,5:26:58 PM,NYPD,"""Division Transfer""","""Transfer to City Agency"""
868,106063358,1/16/15 0:00,3:48:20 PM,3/1/01,"""311 Online""","""Information Provided"""
869,106751246,2/14/15 0:00,2:25:37 AM,NYPD,"""Illegal Parking Complaint""","""CSMS SR"""
870,106562633,2/6/15 0:00,6:54:26 PM,3/1/01,"""IDNYC - Make an Appointment""","""Internal Transfer"""
871,106603306,2/8/15 0:00,5:54:11 PM,NYPD,"""Report Sexual Assault""","""Hot Transfer 911"""
872,106019125,1/15/15 0:00,9:16:36 AM,3/1/01,"""IDNYC - Make an Appointment""","""Internal Transfer"""
873,106037058,1/15/15 0:00,10:59:34 AM,3/1/01,"""Division Transfer""","""Internal Transfer"""
874,106246982,1/25/15 0:00,8:47:12 AM,HPD,"""Heat Bulletin""","""Information Provided"""
875,106324575,1/28/15 0:00,12:25:02 PM,3/1/01,"""IDNYC - Make an Appointment""","""Internal Transfer"""
876,106664804,2/10/15 0:00,4:01:39 PM,3/1/01,"""Contact Information - Directory Assistance""","""Information Provided"""
877,106351533,1/28/15 0:00,2:04:22 PM,DOF,"""Business Tax Information and Assistance""","""Transfer to City Agency"""
878,106500018,2/4/15 0:00,11:08:00 AM,DOF,"""Find a Finance Business Center""","""Information Provided"""
879,105948642,1/13/15 0:00,12:16:29 PM,HPD,"""Residential Public Area Maintenance Complaint""","""Routed to Web Page"""
880,105794781,1/6/15 0:00,4:10:22 PM,HPD,"""Service Request Status - HPD Status Not Found""","""Routed to Web Page"""
881,106518942,2/4/15 0:00,8:14:12 AM,DSNY,"""Snow or Ice - Sidewalk - Commercial or Residential""","""Universal Intake SR"""
882,106268731,1/26/15 0:00,4:23:28 PM,HPD,"""Landlord Information - Removing HPD Violation - Queens""","""Information Provided"""
883,105846316,1/8/15 0:00,6:17:56 PM,HPD,"""Heat or Hot Water Complaint in Apartment""","""Routed to Web Page"""
884,106701670,2/12/15 0:00,12:05:21 PM,3/1/01,"""IDNYC - Make an Appointment""","""Internal Transfer"""
885,106046871,1/16/15 0:00,12:44:37 PM,DOF,"""Parking Ticket Lookup - Ticket or Plate Number Known""","""Routed to Web Page"""
886,105751650,1/4/15 0:00,2:12:37 PM,DSNY,"""CFC and Freon Removal - Appointment""","""Routed to Web Page"""
887,106757259,2/14/15 0:00,12:00:49 PM,HPD,"""Heat or Hot Water Complaint in Entire Residential Building""","""Information Provided"""
888,106535096,2/5/15 0:00,1:07:30 PM,DOF,"""Property Tax Assistance - School Tax Relief (STAR)""","""Information Provided"""
889,105915063,1/11/15 0:00,9:58:53 AM,HPD,"""Heat or Hot Water Complaint in Apartment""","""Routed to Web Page"""
890,105710794,1/1/15 0:00,11:39:45 PM,3/1/01,"""Service Request Status - General""","""Information Provided"""
891,106214555,1/23/15 0:00,6:30:10 PM,3/1/01,"""IDNYC - Make an Appointment""","""Internal Transfer"""
892,106222616,1/23/15 0:00,9:14:14 AM,NYPD,"""Vehicle Blocking Driveway Complaint""","""CSMS SR"""
893,106489223,2/3/15 0:00,1:04:45 PM,DOF,"""Parking Ticket Lookup - Ticket or Plate Number Known""","""Routed to Web Page"""
894,106506423,2/4/15 0:00,11:29:00 AM,DOF,"""Property Tax Mailing Address Update""","""CSMS SR"""
895,106180312,1/22/15 0:00,9:19:37 PM,HPD,"""Heat or Hot Water Complaint in Apartment""","""Information Provided"""
896,106139166,1/20/15 0:00,4:07:20 PM,NYPD,"""Vehicle Blocking Driveway Complaint""","""CSMS SR"""
897,105963327,1/13/15 0:00,3:15:32 PM,3/1/01,"""City Worker or Agency Complaint or Compliment""","""CSMS SR"""
898,106137734,1/20/15 0:00,9:45:56 AM,HPD,"""Elevator Maintenance Complaint in Residential Building""","""Internal Transfer"""
899,106582417,2/7/15 0:00,9:42:23 PM,HPD,"""Heat or Hot Water Complaint in Entire Residential Building""","""Routed to Web Page"""
900,106314872,1/27/15 0:00,10:04:24 AM,DOF,"""Parking Ticket Payment Problem or Penalty Adjustment""","""Internal Transfer"""
901,106325082,1/28/15 0:00,9:35:24 AM,HPD,"""Apartment Maintenance Complaint""","""Internal Transfer"""
902,105818723,1/7/15 0:00,9:19:17 AM,HPD,"""Heat or Hot Water Complaint in Entire Residential Building""","""Routed to Web Page"""
903,105737014,1/2/15 0:00,11:17:59 AM,DSNY,"""Division Transfer""","""Internal Transfer"""
